Order Number,Order Date,Year,Month,Month Number,Day of Week,Day Type,Season,Customer ID,Customer Name,Age Group,Gender,City,State,Membership Tier,Mall Name,Store Name,Product Category,Floor Level,Items Purchased,Unit Price ($),Subtotal ($),Discount (%),Discount Amount ($),Tax Rate (%),Tax Amount ($),Total Amount ($),Payment Method,Promo Used,Promo Code,Visit Purpose,Visit Duration (mins),Parking Type,Satisfaction Score,Returned Item,Return Reason,Online Review Posted,Loyalty Points Earned
ORD-2024-02412,4/28/2023,2023,April,4,Friday,Weekday,Spring,CUST41566,Mark Hall,25-34,Female,Dallas,TX,Bronze,Westfield Grand,LG Studio,Electronics,Food Court,5,378.68,1893.4,0,0,6.61,125.15,2018.55,Mobile Pay,No,,Entertainment,238,Paid,5,No,,No,7826
ORD-2022-02413,10/24/2024,2024,October,10,Thursday,Weekday,Fall,CUST30137,Sarah Smith,25-34,Male,Phoenix,AZ,Silver,Northpark Mall,Forever 21,Fashion,1st,4,212.85,851.4,0,0,7.65,65.13,916.53,Buy Now Pay Later,No,,Entertainment,173,Paid,5,No,,No,1119
ORD-2023-02414,12/11/2023,2023,December,12,Monday,Weekday,Winter,CUST12345,Betty Green,45-54,Female,Chicago,IL,Platinum,Southshore Pavilion,Under Armour,Sports,Ground,7,15.43,108.01,10,10.8,10.6,10.3,107.51,Debit Card,Yes,PROMO751,Dining,189,Free,4,Yes,Wrong size,Yes,381
ORD-2024-02415,7/4/2023,2023,July,7,Tuesday,Weekday,Summer,CUST29325,James Flores,25-34,Female,Houston,TX,Bronze,Summit Crossing,Kay Jewelers,Jewelry,Ground,3,64.87,194.61,10,19.46,5.72,10.02,185.17,Gift Card,No,,Shopping,67,Valet,5,No,,No,848
ORD-2022-02416,4/7/2023,2023,April,4,Friday,Weekday,Spring,CUST61372,John Roberts,18-24,Female,Phoenix,AZ,Platinum,Blue Harbor Center,Bath & Body Works,Beauty,Ground,9,111.07,999.63,10,99.96,9.51,85.56,985.23,Credit Card,Yes,PROMO785,Entertainment,208,Paid,4,No,,Yes,4751
ORD-2023-02417,9/9/2023,2023,September,9,Saturday,Weekend,Fall,CUST68288,Emily Torres,25-34,Female,San Jose,CA,Bronze,Sunrise Mall,Tiffany & Co.,Jewelry,3rd,9,355.07,3195.63,20,639.13,7.8,199.41,2755.91,Debit Card,No,,Shopping,76,Valet,4,No,,No,3645
ORD-2024-02418,9/11/2023,2023,September,9,Monday,Weekday,Fall,CUST16720,Steven Johnson,25-34,Female,Chicago,IL,Platinum,Blue Harbor Center,The Body Shop,Beauty,Ground,9,454.53,4090.77,25,1022.69,9.46,290.24,3358.32,Mobile Pay,No,,Entertainment,212,Paid,4,No,,No,6291
ORD-2022-02419,1/17/2024,2024,January,1,Wednesday,Weekday,Winter,CUST39139,Donald Moore,25-34,Female,Fort Worth,TX,Bronze,Pinnacle Plaza,Calvin Klein,Fashion,Food Court,1,377.12,377.12,25,94.28,11.93,33.74,316.58,Mobile Pay,Yes,PROMO754,Leisure,16,Free,5,No,,No,1262
ORD-2023-02420,11/5/2024,2024,November,11,Tuesday,Weekday,Fall,CUST51573,Ashley Garcia,45-54,Male,San Diego,CA,Silver,Northpark Mall,Bed Bath & Beyond,Home & Living,2nd,4,117.01,468.04,5,23.4,6.56,29.17,473.81,Debit Card,Yes,PROMO646,Window Shopping,211,Valet,5,No,,No,2294
ORD-2024-02421,6/13/2024,2024,June,6,Thursday,Weekday,Summer,CUST90205,Ronald Miller,45-54,Female,San Antonio,TX,Bronze,Lakewood Center,Things Remembered,Books & Gifts,1st,12,443.65,5323.8,0,0,10.2,543.03,5866.83,Credit Card,No,,Window Shopping,170,Paid,4,No,,No,9619
ORD-2022-02422,11/3/2023,2023,November,11,Friday,Weekday,Fall,CUST29821,Jessica Lewis,18-24,Male,Jacksonville,FL,Bronze,Lakewood Center,Pandora,Jewelry,1st,8,426.29,3410.32,15,511.55,11.6,336.26,3235.03,Credit Card,No,,Shopping,129,Paid,4,No,,No,8001
ORD-2023-02423,9/14/2023,2023,September,9,Thursday,Weekday,Fall,CUST83879,Joshua Allen,35-44,Male,Fort Worth,TX,Diamond,Southshore Pavilion,Bath & Body Works,Beauty,Food Court,12,248.02,2976.24,0,0,7.79,231.85,3208.09,Buy Now Pay Later,No,,Window Shopping,147,Paid,5,No,,No,15837
ORD-2024-02424,1/4/2022,2022,January,1,Tuesday,Weekday,Winter,CUST79919,Karen Davis,18-24,Female,Houston,TX,Silver,Pinnacle Plaza,Calvin Klein,Fashion,3rd,2,390.8,781.6,15,117.24,10.53,69.96,734.32,Credit Card,No,,Dining,172,Free,4,Yes,Defective,No,1525
ORD-2022-02425,6/22/2024,2024,June,6,Saturday,Weekend,Summer,CUST58384,Melissa Torres,45-54,Female,Charlotte,NC,Platinum,Blue Harbor Center,Nike,Sports,2nd,1,398.4,398.4,0,0,11.3,45.02,443.42,Buy Now Pay Later,No,,Leisure,154,Paid,3,No,,No,848
ORD-2023-02426,9/30/2022,2022,September,9,Friday,Weekday,Fall,CUST78411,Emily Martinez,45-54,Female,San Jose,CA,Bronze,Westfield Grand,Virtual Reality Zone,Entertainment,Food Court,12,333.09,3997.08,20,799.42,7.77,248.46,3446.12,Gift Card,Yes,PROMO539,Shopping,176,Paid,2,No,,No,15959
ORD-2024-02427,3/4/2024,2024,March,3,Monday,Weekday,Spring,CUST61501,Thomas Wright,25-34,Female,Fort Worth,TX,Silver,Southshore Pavilion,Barnes & Noble,Books & Gifts,1st,8,326.27,2610.16,15,391.52,11.64,258.25,2476.89,Buy Now Pay Later,No,,Window Shopping,231,Free,5,No,,No,2895
ORD-2022-02428,6/20/2024,2024,June,6,Thursday,Weekday,Summer,CUST11931,Sandra Anderson,55-64,Male,Charlotte,NC,Gold,Summit Crossing,Shake Shack,Food & Beverage,3rd,9,374.71,3372.39,10,337.24,5.95,180.59,3215.74,Gift Card,No,,Entertainment,59,Valet,5,Yes,Defective,No,9451
ORD-2023-02429,8/23/2022,2022,August,8,Tuesday,Weekday,Summer,CUST29292,Edward Nelson,35-44,Female,Fort Worth,TX,Bronze,Lakewood Center,Pottery Barn,Home & Living,1st,2,352.03,704.06,0,0,5.47,38.51,742.57,Mobile Pay,No,,Window Shopping,236,Paid,3,No,,No,2124
ORD-2024-02430,11/8/2024,2024,November,11,Friday,Weekday,Fall,CUST49479,Richard Hall,18-24,Female,Philadelphia,PA,Diamond,Westfield Grand,The Body Shop,Beauty,2nd,12,169.02,2028.24,25,507.06,7.01,106.63,1627.81,Credit Card,No,,Gift Buying,112,Free,5,No,,No,4909
ORD-2022-02431,3/31/2024,2024,March,3,Sunday,Weekend,Spring,CUST72952,Ronald Young,65+,Female,Los Angeles,CA,Platinum,Southshore Pavilion,Subway,Food & Beverage,Ground,7,385.42,2697.94,5,134.9,10.29,263.74,2826.78,Gift Card,Yes,PROMO593,Shopping,154,Free,5,Yes,Wrong size,No,12746
ORD-2023-02432,11/17/2022,2022,November,11,Thursday,Weekday,Fall,CUST86917,Thomas Jones,55-64,Male,Austin,TX,Silver,Lakewood Center,Swarovski,Jewelry,3rd,11,373.83,4112.13,0,0,6.28,258.24,4370.37,Cash,Yes,PROMO790,Shopping,202,Free,4,No,,Yes,15706
ORD-2024-02433,12/18/2023,2023,December,12,Monday,Weekday,Winter,CUST74787,Donald King,18-24,Male,Chicago,IL,Gold,Lakewood Center,Bath & Body Works,Beauty,3rd,3,148.63,445.89,20,89.18,10.72,38.24,394.95,Buy Now Pay Later,Yes,PROMO501,Leisure,132,Free,5,Yes,Changed mind,No,1572
ORD-2022-02434,2/9/2024,2024,February,2,Friday,Weekday,Winter,CUST31666,Joshua Wright,35-44,Male,San Antonio,TX,Bronze,Lakewood Center,Sony Center,Electronics,3rd,7,47.27,330.89,10,33.09,7.22,21.5,319.3,Buy Now Pay Later,No,,Gift Buying,234,Paid,5,No,,No,1039
ORD-2023-02435,6/7/2022,2022,June,6,Tuesday,Weekday,Summer,CUST51427,Betty Wilson,25-34,Female,Charlotte,NC,Platinum,Blue Harbor Center,McDonald's,Food & Beverage,2nd,12,394.96,4739.52,0,0,8.04,381.06,5120.58,Credit Card,Yes,PROMO432,Shopping,59,Paid,5,No,,No,9053
ORD-2024-02436,11/5/2024,2024,November,11,Tuesday,Weekday,Fall,CUST80924,Amanda Lopez,25-34,Female,San Diego,CA,Bronze,Pinnacle Plaza,Bath & Body Works,Beauty,1st,9,130.8,1177.2,15,176.58,5.7,57.04,1057.66,Debit Card,Yes,PROMO676,Entertainment,193,Paid,3,Yes,Defective,No,3806
ORD-2022-02437,3/24/2024,2024,March,3,Sunday,Weekend,Spring,CUST35263,Susan Johnson,18-24,Female,Dallas,TX,Diamond,Lakewood Center,Tiffany & Co.,Jewelry,Food Court,8,88.9,711.2,15,106.68,5.35,32.34,636.86,Gift Card,Yes,PROMO525,Dining,239,Paid,5,No,,No,1293
ORD-2023-02438,7/28/2022,2022,July,7,Thursday,Weekday,Summer,CUST82956,Michelle Miller,35-44,Female,San Jose,CA,Bronze,Lakewood Center,Spencer's,Books & Gifts,Ground,6,38.8,232.8,0,0,8.56,19.93,252.73,Cash,No,,Gift Buying,206,Paid,4,No,,Yes,1199
ORD-2024-02439,12/12/2023,2023,December,12,Tuesday,Weekday,Winter,CUST70528,Michael Brown,25-34,Female,New York,NY,Silver,The Royal Galleria,Hallmark,Books & Gifts,1st,3,276.66,829.98,15,124.5,11.82,83.39,788.87,Gift Card,No,,Window Shopping,57,Paid,3,No,,No,1195
ORD-2022-02440,8/29/2022,2022,August,8,Monday,Weekday,Summer,CUST47413,Nancy Moore,25-34,Female,Chicago,IL,Gold,Lakewood Center,Subway,Food & Beverage,1st,10,405.53,4055.3,25,1013.83,9.38,285.29,3326.76,Debit Card,Yes,PROMO357,Leisure,18,Free,4,No,,No,6490
ORD-2023-02441,12/1/2024,2024,December,12,Sunday,Weekend,Winter,CUST63361,Daniel Garcia,65+,Male,San Diego,CA,Bronze,Westfield Grand,Reebok,Sports,2nd,1,203.33,203.33,0,0,10.28,20.9,224.23,Gift Card,No,,Entertainment,18,Free,4,No,,Yes,376
ORD-2024-02442,3/10/2024,2024,March,3,Sunday,Weekend,Spring,CUST47448,Betty Jones,35-44,Female,Houston,TX,Gold,Westfield Grand,L'Occitane,Beauty,2nd,6,155.33,931.98,0,0,10.02,93.38,1025.36,Gift Card,No,,Shopping,171,Paid,4,No,,No,1316
ORD-2022-02443,9/17/2022,2022,September,9,Saturday,Weekend,Fall,CUST27532,Betty Williams,18-24,Female,Jacksonville,FL,Bronze,Summit Crossing,Build-A-Bear,Kids,Ground,10,120.88,1208.8,5,60.44,5.45,62.59,1210.95,Buy Now Pay Later,No,,Window Shopping,212,Free,4,No,,No,3828
ORD-2023-02444,3/13/2024,2024,March,3,Wednesday,Weekday,Spring,CUST54208,Thomas Anderson,45-54,Male,Austin,TX,Gold,Westfield Grand,Levi's,Fashion,Ground,2,246.03,492.06,15,73.81,5.56,23.25,441.5,Debit Card,No,,Window Shopping,237,Free,2,No,,No,1580
ORD-2024-02445,3/24/2024,2024,March,3,Sunday,Weekend,Spring,CUST80179,Patricia King,35-44,Female,Philadelphia,PA,Gold,Eastgate Mall,Best Buy,Electronics,1st,10,245.74,2457.4,30,737.22,8.54,146.9,1867.08,Cash,No,,Dining,136,Paid,4,No,,No,4998
ORD-2022-02446,11/7/2023,2023,November,11,Tuesday,Weekday,Fall,CUST82572,Ronald Allen,18-24,Male,Dallas,TX,Silver,Southshore Pavilion,Samsung,Electronics,1st,11,154.86,1703.46,10,170.35,10.54,161.59,1694.7,Credit Card,No,,Window Shopping,178,Free,4,No,,No,6316
ORD-2023-02447,12/2/2023,2023,December,12,Saturday,Weekend,Winter,CUST80817,Richard Martin,18-24,Female,Austin,TX,Platinum,Northpark Mall,Bed Bath & Beyond,Home & Living,1st,7,145.37,1017.59,25,254.4,6.62,50.52,813.71,Debit Card,No,,Window Shopping,195,Free,4,Yes,Wrong size,No,980
ORD-2024-02448,2/24/2024,2024,February,2,Saturday,Weekend,Winter,CUST83988,Ronald Flores,45-54,Male,Charlotte,NC,Silver,Eastgate Mall,Cheesecake Factory,Food & Beverage,3rd,9,33.13,298.17,5,14.91,8.15,23.09,306.35,Gift Card,No,,Dining,21,Free,2,No,,No,646
ORD-2022-02449,3/29/2024,2024,March,3,Friday,Weekday,Spring,CUST41293,Richard Hernandez,35-44,Male,Fort Worth,TX,Silver,Southshore Pavilion,Kay Jewelers,Jewelry,Ground,6,348.79,2092.74,10,209.27,8.61,162.17,2045.64,Debit Card,Yes,PROMO354,Leisure,220,Free,3,No,,No,4702
ORD-2023-02450,12/23/2022,2022,December,12,Friday,Weekday,Winter,CUST43906,Daniel Wilson,18-24,Female,San Antonio,TX,Silver,Eastgate Mall,TopShop,Fashion,1st,8,458.48,3667.84,20,733.57,5.24,153.76,3088.03,Credit Card,Yes,PROMO120,Shopping,53,Free,5,No,,No,8144
ORD-2024-02451,11/6/2024,2024,November,11,Wednesday,Weekday,Fall,CUST86067,George Flores,25-34,Female,Phoenix,AZ,Platinum,The Royal Galleria,The Children's Place,Kids,1st,7,486.58,3406.06,0,0,8.46,288.15,3694.21,Mobile Pay,No,,Window Shopping,103,Paid,1,No,,No,14894
ORD-2022-02452,8/27/2022,2022,August,8,Saturday,Weekend,Summer,CUST86741,Sandra Lee,45-54,Female,Houston,TX,Diamond,Summit Crossing,Pottery Barn,Home & Living,1st,3,488.22,1464.66,0,0,9.15,134.02,1598.68,Mobile Pay,Yes,PROMO720,Leisure,115,Free,5,No,,No,2298
ORD-2023-02453,8/29/2024,2024,August,8,Thursday,Weekday,Summer,CUST50436,Ronald Jackson,25-34,Male,San Diego,CA,Silver,Lakewood Center,H&M,Fashion,Ground,9,114.42,1029.78,30,308.93,11.37,81.96,802.81,Cash,No,,Gift Buying,44,Valet,4,No,,No,1226
ORD-2024-02454,10/16/2023,2023,October,10,Monday,Weekday,Fall,CUST23507,Anthony Lopez,35-44,Male,San Diego,CA,Platinum,Southshore Pavilion,Puma,Sports,2nd,5,40.4,202,0,0,10.28,20.77,222.77,Buy Now Pay Later,No,,Dining,130,Paid,4,No,,No,693
ORD-2022-02455,1/24/2023,2023,January,1,Tuesday,Weekday,Winter,CUST79359,David Lewis,35-44,Male,Austin,TX,Silver,Pinnacle Plaza,Spencer's,Books & Gifts,2nd,3,407.05,1221.15,0,0,9.37,114.42,1335.57,Mobile Pay,No,,Dining,107,Free,4,No,,Yes,4919
ORD-2023-02456,12/14/2023,2023,December,12,Thursday,Weekday,Winter,CUST57884,Lisa Torres,18-24,Male,Charlotte,NC,Bronze,Pinnacle Plaza,Shake Shack,Food & Beverage,2nd,1,46.57,46.57,10,4.66,7.55,3.16,45.07,Gift Card,No,,Leisure,139,Free,2,No,,No,150
ORD-2024-02457,5/25/2022,2022,May,5,Wednesday,Weekday,Spring,CUST76110,Ronald Wilson,25-34,Female,Austin,TX,Silver,Westfield Grand,Forever 21,Fashion,3rd,8,5.81,46.48,10,4.65,6.73,2.82,44.65,Buy Now Pay Later,Yes,PROMO244,Leisure,124,Free,1,No,,No,50
ORD-2022-02458,8/23/2024,2024,August,8,Friday,Weekday,Summer,CUST47278,Patricia King,45-54,Female,New York,NY,Gold,Sunrise Mall,Pottery Barn,Home & Living,1st,6,153.29,919.74,5,45.99,11.59,101.27,975.02,Buy Now Pay Later,Yes,PROMO732,Window Shopping,195,Paid,4,No,,Yes,2013
ORD-2023-02459,2/6/2022,2022,February,2,Sunday,Weekend,Winter,CUST28817,Joshua Campbell,45-54,Female,Houston,TX,Gold,Lakewood Center,Williams-Sonoma,Home & Living,1st,12,434.41,5212.92,15,781.94,10.28,455.5,4886.48,Credit Card,No,,Window Shopping,17,Paid,5,No,,No,15137
ORD-2024-02460,1/20/2023,2023,January,1,Friday,Weekday,Winter,CUST93319,Sandra White,35-44,Female,Los Angeles,CA,Bronze,Summit Crossing,Justice,Kids,1st,5,235,1175,0,0,7.14,83.89,1258.89,Debit Card,Yes,PROMO996,Leisure,16,Free,5,No,,No,4009
ORD-2022-02461,3/19/2023,2023,March,3,Sunday,Weekend,Spring,CUST31140,Betty Carter,65+,Male,Jacksonville,FL,Platinum,Blue Harbor Center,Build-A-Bear,Kids,Ground,6,33.9,203.4,25,50.85,6.46,9.85,162.4,Gift Card,No,,Dining,131,Free,3,No,,No,331
ORD-2023-02462,9/15/2024,2024,September,9,Sunday,Weekend,Fall,CUST52824,Patricia Hill,18-24,Female,Dallas,TX,Gold,Pinnacle Plaza,IKEA,Home & Living,Ground,2,273.01,546.02,15,81.9,5.43,25.2,489.32,Gift Card,Yes,PROMO120,Window Shopping,41,Free,5,No,,No,1200
ORD-2024-02463,5/10/2023,2023,May,5,Wednesday,Weekday,Spring,CUST12586,Mark Hall,35-44,Female,Columbus,OH,Bronze,Southshore Pavilion,Sephora,Beauty,3rd,9,461.93,4157.37,25,1039.34,7.83,244.14,3362.17,Cash,No,,Leisure,149,Free,4,No,,Yes,9277
ORD-2022-02464,1/21/2024,2024,January,1,Sunday,Weekend,Winter,CUST74783,Emily Lopez,35-44,Female,Chicago,IL,Silver,The Royal Galleria,Kay Jewelers,Jewelry,Ground,1,47.78,47.78,0,0,10.63,5.08,52.86,Debit Card,Yes,PROMO978,Leisure,119,Paid,5,No,,Yes,134
ORD-2023-02465,12/24/2022,2022,December,12,Saturday,Weekend,Winter,CUST68992,Joshua Scott,25-34,Non-binary,Phoenix,AZ,Bronze,Sunrise Mall,Reebok,Sports,Ground,5,94.91,474.55,0,0,11.41,54.15,528.7,Debit Card,No,,Leisure,96,Free,4,No,,Yes,1047
ORD-2024-02466,2/8/2024,2024,February,2,Thursday,Weekday,Winter,CUST93795,Ashley Perez,65+,Male,Charlotte,NC,Silver,Sunrise Mall,KFC,Food & Beverage,1st,4,367.01,1468.04,0,0,7.08,103.94,1571.98,Mobile Pay,No,,Window Shopping,181,Paid,4,Yes,Wrong item,No,6626
ORD-2022-02467,3/6/2024,2024,March,3,Wednesday,Weekday,Spring,CUST84708,Kevin Scott,65+,Female,Austin,TX,Silver,Summit Crossing,Barnes & Noble,Books & Gifts,1st,11,19.12,210.32,0,0,8.44,17.75,228.07,Gift Card,No,,Entertainment,150,Paid,5,No,,No,1016
ORD-2023-02468,2/13/2023,2023,February,2,Monday,Weekday,Winter,CUST12764,Linda Flores,35-44,Male,San Antonio,TX,Silver,Lakewood Center,Zales,Jewelry,1st,1,161.84,161.84,0,0,11.51,18.63,180.47,Cash,No,,Entertainment,108,Free,5,Yes,Changed mind,No,754
ORD-2024-02469,8/2/2022,2022,August,8,Tuesday,Weekday,Summer,CUST18406,Joshua Johnson,18-24,Male,Dallas,TX,Silver,Northpark Mall,JBL,Electronics,2nd,12,253.88,3046.56,20,609.31,9.15,223.01,2660.26,Credit Card,Yes,PROMO219,Shopping,201,Free,3,No,,No,5435
ORD-2022-02470,5/22/2022,2022,May,5,Sunday,Weekend,Spring,CUST89967,Steven Clark,25-34,Female,Fort Worth,TX,Bronze,Southshore Pavilion,Bose,Electronics,2nd,5,127.15,635.75,20,127.15,10.98,55.84,564.44,Gift Card,No,,Dining,203,Paid,5,Yes,Changed mind,Yes,2068
ORD-2023-02471,3/7/2022,2022,March,3,Monday,Weekday,Spring,CUST91717,Donald White,65+,Male,Philadelphia,PA,Platinum,Blue Harbor Center,Dave & Busters,Entertainment,Food Court,2,469.47,938.94,0,0,5.25,49.29,988.23,Debit Card,No,,Entertainment,145,Paid,4,No,,No,1796
ORD-2024-02472,10/9/2022,2022,October,10,Sunday,Weekend,Fall,CUST18739,Betty Wilson,25-34,Male,Columbus,OH,Platinum,The Royal Galleria,Apple Store,Electronics,1st,9,347.49,3127.41,20,625.48,10.11,252.95,2754.88,Credit Card,No,,Leisure,32,Free,4,No,,No,12915
ORD-2022-02473,8/7/2022,2022,August,8,Sunday,Weekend,Summer,CUST10466,Charles Lewis,18-24,Female,Philadelphia,PA,Diamond,Blue Harbor Center,Nike,Sports,Ground,10,292.18,2921.8,0,0,10.76,314.39,3236.19,Debit Card,Yes,PROMO106,Entertainment,181,Paid,5,Yes,Changed mind,No,14693
ORD-2023-02474,2/27/2024,2024,February,2,Tuesday,Weekday,Winter,CUST24502,Donna Hall,25-34,Female,San Antonio,TX,Bronze,Pinnacle Plaza,Pizza Hut,Food & Beverage,1st,5,439.45,2197.25,25,549.31,11.6,191.16,1839.1,Gift Card,No,,Entertainment,156,Paid,5,No,,No,5752
ORD-2024-02475,11/26/2024,2024,November,11,Tuesday,Weekday,Fall,CUST27322,Patricia Lopez,45-54,Male,Phoenix,AZ,Bronze,Northpark Mall,Bath & Body Works,Beauty,Ground,12,244.32,2931.84,5,146.59,5.04,140.38,2925.63,Credit Card,No,,Gift Buying,28,Free,4,No,,No,11429
ORD-2022-02476,7/10/2023,2023,July,7,Monday,Weekday,Summer,CUST74066,Betty Lewis,25-34,Male,New York,NY,Bronze,Southshore Pavilion,IKEA,Home & Living,2nd,3,37.34,112.02,20,22.4,10.96,9.82,99.44,Gift Card,Yes,PROMO954,Dining,18,Free,4,No,,No,305
ORD-2023-02477,12/10/2023,2023,December,12,Sunday,Weekend,Winter,CUST37623,Jessica Perez,25-34,Female,San Diego,CA,Gold,Pinnacle Plaza,MAC Cosmetics,Beauty,Ground,10,427.35,4273.5,0,0,7.18,306.84,4580.34,Gift Card,No,,Window Shopping,148,Valet,4,No,,No,7535
ORD-2024-02478,3/29/2023,2023,March,3,Wednesday,Weekday,Spring,CUST44282,Donald Lewis,18-24,Male,Chicago,IL,Gold,Blue Harbor Center,IKEA,Home & Living,2nd,11,291.66,3208.26,0,0,8.62,276.55,3484.81,Mobile Pay,No,,Shopping,71,Paid,5,No,,No,13636
ORD-2022-02479,6/18/2022,2022,June,6,Saturday,Weekend,Summer,CUST93085,Karen Smith,55-64,Female,Jacksonville,FL,Bronze,Westfield Grand,Starbucks,Food & Beverage,3rd,11,485.48,5340.28,0,0,11.51,614.67,5954.95,Credit Card,No,,Dining,72,Free,5,No,,No,10961
ORD-2023-02480,9/14/2022,2022,September,9,Wednesday,Weekday,Fall,CUST62811,Andrew Gonzalez,45-54,Female,Houston,TX,Silver,Eastgate Mall,JBL,Electronics,2nd,10,143.51,1435.1,20,287.02,7.85,90.12,1238.2,Cash,No,,Gift Buying,111,Free,5,No,,No,2828
ORD-2024-02481,9/27/2023,2023,September,9,Wednesday,Weekday,Fall,CUST88180,George Hernandez,45-54,Male,Houston,TX,Silver,Summit Crossing,Bath & Body Works,Beauty,1st,8,99,792,25,198,9.07,53.88,647.88,Debit Card,No,,Gift Buying,68,Free,2,No,,No,1242
ORD-2022-02482,11/14/2024,2024,November,11,Thursday,Weekday,Fall,CUST24733,Lisa Taylor,25-34,Male,Los Angeles,CA,Silver,Sunrise Mall,Tommy Hilfiger,Fashion,Ground,3,151.19,453.57,20,90.71,8.19,29.72,392.58,Cash,No,,Leisure,81,Free,5,No,,No,1760
ORD-2023-02483,10/8/2024,2024,October,10,Tuesday,Weekday,Fall,CUST99689,Dorothy Walker,25-34,Female,Chicago,IL,Gold,Sunrise Mall,Kay Jewelers,Jewelry,Ground,11,360.88,3969.68,30,1190.9,11.24,312.33,3091.11,Mobile Pay,No,,Entertainment,220,Free,3,No,,No,10080
ORD-2024-02484,10/29/2023,2023,October,10,Sunday,Weekend,Fall,CUST30123,George Wright,25-34,Female,Philadelphia,PA,Bronze,Sunrise Mall,Kay Jewelers,Jewelry,3rd,4,423.71,1694.84,10,169.48,11.91,181.67,1707.03,Mobile Pay,No,,Window Shopping,24,Free,4,No,,No,2278
ORD-2022-02485,3/24/2023,2023,March,3,Friday,Weekday,Spring,CUST60055,Michael Martin,65+,Female,Phoenix,AZ,Silver,The Royal Galleria,Skechers,Sports,2nd,10,422.44,4224.4,10,422.44,10.17,386.66,4188.62,Debit Card,No,,Gift Buying,165,Free,3,No,,Yes,19699
ORD-2023-02486,11/23/2022,2022,November,11,Wednesday,Weekday,Fall,CUST20520,Joseph Garcia,18-24,Female,Charlotte,NC,Gold,Northpark Mall,Barnes & Noble,Books & Gifts,Ground,12,331.36,3976.32,5,198.82,9.83,371.33,4148.83,Cash,No,,Window Shopping,149,Free,5,No,,Yes,5586
ORD-2024-02487,5/30/2023,2023,May,5,Tuesday,Weekday,Spring,CUST97721,Joshua Young,45-54,Female,Fort Worth,TX,Bronze,Eastgate Mall,Best Buy,Electronics,Ground,12,382.47,4589.64,15,688.45,9.99,389.73,4290.92,Cash,Yes,PROMO938,Dining,199,Paid,4,No,,Yes,5399
ORD-2022-02488,9/5/2023,2023,September,9,Tuesday,Weekday,Fall,CUST47834,Linda Walker,45-54,Male,Columbus,OH,Bronze,Sunrise Mall,Things Remembered,Books & Gifts,3rd,2,159.19,318.38,0,0,8.11,25.82,344.2,Credit Card,Yes,PROMO796,Entertainment,106,Paid,2,No,,No,1123
ORD-2023-02489,7/31/2024,2024,July,7,Wednesday,Weekday,Summer,CUST55306,Deborah Thomas,65+,Female,New York,NY,Silver,Sunrise Mall,Calvin Klein,Fashion,3rd,5,115.77,578.85,0,0,8.97,51.92,630.77,Credit Card,No,,Shopping,22,Free,4,No,,No,2873
ORD-2024-02490,1/5/2024,2024,January,1,Friday,Weekday,Winter,CUST69974,Edward Green,25-34,Female,San Jose,CA,Diamond,Southshore Pavilion,LUSH,Beauty,3rd,7,388.46,2719.22,0,0,9.57,260.23,2979.45,Credit Card,No,,Gift Buying,33,Valet,1,No,,Yes,11766
ORD-2022-02491,2/7/2022,2022,February,2,Monday,Weekday,Winter,CUST45502,Robert Harris,65+,Non-binary,Austin,TX,Bronze,The Royal Galleria,Puma,Sports,2nd,11,266.48,2931.28,0,0,7.52,220.43,3151.71,Gift Card,No,,Entertainment,221,Free,4,No,,No,8429
ORD-2023-02492,8/2/2023,2023,August,8,Wednesday,Weekday,Summer,CUST84643,Jessica Jackson,18-24,Female,Chicago,IL,Silver,Sunrise Mall,Best Buy,Electronics,3rd,6,303.12,1818.72,15,272.81,10.3,159.23,1705.14,Credit Card,No,,Leisure,115,Paid,3,No,,No,4307
ORD-2024-02493,11/27/2024,2024,November,11,Wednesday,Weekday,Fall,CUST23452,Daniel Walker,35-44,Male,Jacksonville,FL,Platinum,Westfield Grand,The Children's Place,Kids,1st,7,85.04,595.28,15,89.29,6.96,35.22,541.21,Buy Now Pay Later,No,,Entertainment,92,Free,4,No,,Yes,1119
ORD-2022-02494,5/17/2023,2023,May,5,Wednesday,Weekday,Spring,CUST66967,Robert Davis,25-34,Male,Jacksonville,FL,Platinum,Eastgate Mall,Gymboree,Kids,Ground,9,172.59,1553.31,25,388.33,7.9,92.03,1257.01,Mobile Pay,No,,Gift Buying,169,Free,4,No,,No,2308
ORD-2023-02495,6/5/2022,2022,June,6,Sunday,Weekend,Summer,CUST42492,Edward Johnson,35-44,Male,San Antonio,TX,Platinum,Blue Harbor Center,Hallmark,Books & Gifts,2nd,12,371.19,4454.28,30,1336.28,9.43,294.03,3412.03,Buy Now Pay Later,No,,Window Shopping,240,Paid,4,No,,No,15217
ORD-2024-02496,12/10/2024,2024,December,12,Tuesday,Weekday,Winter,CUST82069,Sandra Jones,25-34,Female,Los Angeles,CA,Silver,Lakewood Center,Gap,Fashion,1st,9,440.75,3966.75,0,0,6.99,277.28,4244.03,Mobile Pay,No,,Shopping,191,Free,3,No,,No,7997
ORD-2022-02497,3/11/2024,2024,March,3,Monday,Weekday,Spring,CUST37374,Ronald Davis,55-64,Male,Austin,TX,Diamond,Northpark Mall,New Balance,Sports,2nd,3,399.16,1197.48,20,239.5,11.19,107.2,1065.18,Debit Card,Yes,PROMO603,Shopping,87,Valet,5,No,,No,4537
